dist_id,dist_label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,dist_mean,dist_var,dist_skew,mean_tortuosity,std_tortuosity,mean_resistance,std_resistance,mean_fractal_dim,std_fractal_dim,mean_lateral_dev,std_lateral_dev,mean_zero_cost_ratio,n_runs,grid_H,grid_W
212,random_040_a=1.5,0.039825,0.08805,0.008799,0.11067,0.102242,0.080209,0.100066,0.036922,0.185111,0.166426,0.081679,5.902,8.8334,-0.3894,1.263,0.0916,106.85,6.7278,0.9917,0.0814,4.44,2.078,0.1627,200,30,60
213,random_041_a=1.5,0.086401,0.152687,0.036015,0.132274,0.104415,0.05352,0.107831,0.233552,0.009062,0.024864,0.05938,4.4787,8.2948,0.0687,1.3652,0.1106,63.645,5.1801,1.0089,0.0754,5.825,2.5607,0.3018,200,30,60
214,random_042_a=1.5,0.114235,0.089341,0.113918,0.047244,0.069858,0.156364,0.081073,0.102701,0.067489,0.038342,0.119434,4.8048,10.2299,0.079,1.3877,0.1139,64.41,5.6088,1.019,0.0789,6.085,2.5476,0.3823,200,30,60
215,random_043_a=1.5,0.100037,0.049903,0.018045,0.072359,0.066495,0.037414,0.245641,0.139868,0.065077,0.066887,0.138274,5.7144,9.2252,-0.4383,1.309,0.1008,94.725,7.8015,1.0025,0.0789,5.235,2.1918,0.3844,200,30,60
216,random_044_a=1.5,0.188272,0.072426,0.113644,0.071264,0.021632,0.010072,0.093861,0.230195,0.066385,0.081098,0.051152,4.5974,11.2215,-0.0771,1.5112,0.1494,46.245,5.9339,1.02,0.0889,7.34,3.2891,0.5711,200,30,60
217,random_045_a=1.5,0.009344,0.049794,0.065597,0.076567,0.170465,0.099662,0.172265,0.109541,0.101685,0.117094,0.027985,5.5384,5.9062,-0.1267,1.1608,0.0697,114.505,5.2543,0.9697,0.0772,3.1,1.5466,0.0459,200,30,60
218,random_046_a=1.5,0.201133,0.077448,0.079919,0.108262,0.070645,0.033796,0.101006,0.080288,0.077567,0.091812,0.078123,4.4098,11.6844,0.1548,1.5093,0.1466,41.7,5.0783,1.0273,0.0777,7.335,3.1691,0.599,200,30,60
219,random_047_a=1.5,0.183962,0.173049,0.065597,0.06361,0.001454,0.036556,0.113123,0.043406,0.145102,0.138326,0.035816,4.4302,12.5906,0.0686,1.5402,0.1557,36.265,4.9687,1.0344,0.0813,7.405,2.7838,0.5235,200,30,60
220,random_048_a=1.5,0.104253,0.290104,0.016777,0.065984,0.014421,0.037329,0.355148,0.065962,0.006551,0.031245,0.012225,3.8144,7.7553,0.0576,1.4495,0.1396,41.96,4.4449,1.0131,0.0837,6.715,2.9998,0.3327,200,30,60
221,random_049_a=1.5,0.065857,0.082806,0.11619,0.098312,0.010958,0.079318,0.050375,0.12969,0.107515,0.23802,0.02096,5.4725,10.0671,-0.313,1.3345,0.1089,85.0,6.5907,1.0047,0.0717,5.685,2.7134,0.238,200,30,60
222,random_050_a=1.5,0.037637,0.075678,0.111928,0.061213,0.047665,0.160406,0.07544,0.05844,0.023398,0.003521,0.344673,6.0032,11.6382,-0.1173,1.2842,0.099,99.81,6.3209,0.9945,0.0734,4.73,2.1236,0.1478,200,30,60
223,random_051_a=1.5,0.177807,0.124455,0.101964,0.036129,0.105435,0.018152,0.070387,0.028037,0.105796,0.21038,0.021458,4.5222,12.413,0.0883,1.5137,0.164,41.945,5.1238,1.0344,0.078,7.61,3.5709,0.5245,200,30,60
224,random_052_a=1.5,0.0574,0.104504,0.008487,0.013708,0.310699,0.128282,0.051423,0.094731,0.060554,0.107317,0.062894,5.0977,7.8042,0.0171,1.2682,0.0882,88.78,5.8817,0.9853,0.0772,4.715,2.1812,0.231,200,30,60
225,random_053_a=1.5,0.052309,0.101882,0.096608,0.176816,0.08088,0.059597,0.196838,0.047327,0.002099,0.112721,0.072923,4.7199,8.5486,0.2802,1.2945,0.0948,75.72,4.4532,0.9998,0.082,4.76,2.1624,0.1948,200,30,60
226,random_054_a=1.5,0.071674,0.144543,0.04732,0.002953,0.146826,0.036922,0.025346,0.137168,0.192677,0.052111,0.142459,5.5672,11.0707,-0.3044,1.364,0.1191,81.765,6.8362,1.0149,0.0809,5.8,2.5003,0.2487,200,30,60
227,random_055_a=1.5,0.090798,0.245438,0.088728,0.16318,0.036095,0.008855,0.139766,0.00845,0.118484,0.019053,0.081156,3.9297,10.1125,0.5495,1.3903,0.1152,43.535,3.7442,1.0143,0.0832,5.94,2.4549,0.3007,200,30,60
228,random_056_a=1.5,0.201371,0.089936,0.042089,0.074932,0.030338,0.259567,0.023952,0.046608,0.083479,0.070419,0.077309,4.3628,10.7972,0.1417,1.5023,0.1519,43.615,5.585,1.029,0.082,6.99,3.1797,0.5992,200,30,60
229,random_057_a=1.5,0.036253,0.047288,0.12751,0.122577,0.084036,0.169343,0.131534,0.119653,0.007761,0.083173,0.070873,4.999,7.1675,0.179,1.2363,0.0786,91.615,5.2368,0.9879,0.0735,4.31,2.0383,0.1583,200,30,60
230,random_058_a=1.5,0.1934,0.05372,0.068455,0.018446,0.02319,0.193866,0.093715,0.245296,0.05279,0.011325,0.045796,4.5696,9.0985,-0.2869,1.454,0.1378,55.0,6.2999,1.0089,0.0843,6.715,2.8415,0.5929,200,30,60
231,random_059_a=1.5,0.029634,0.086946,0.084132,0.075463,0.233555,0.130142,0.019437,0.108449,0.04982,0.039732,0.14269,5.1253,8.5134,0.283,1.2395,0.0853,90.845,5.0784,0.9928,0.0754,4.175,2.0136,0.1269,200,30,60
232,random_060_a=1.5,0.021791,0.124325,0.109237,0.021302,0.007131,0.054274,0.143094,0.080548,0.176718,0.075906,0.185673,6.0826,10.3494,-0.4525,1.3025,0.0982,103.275,6.8325,1.0031,0.083,5.185,2.5064,0.0887,200,30,60
233,random_061_a=1.5,0.057944,0.164762,0.071941,0.095434,0.115461,0.145459,0.049737,0.158234,0.110291,0.02076,0.009978,4.3591,7.0756,0.0068,1.3278,0.1006,66.805,4.7285,1.0094,0.0888,5.08,1.9807,0.2074,200,30,60
234,random_062_a=1.5,0.187399,0.065662,0.012774,0.272592,0.123967,0.10252,0.032358,0.014668,0.090039,0.075045,0.022976,3.8398,8.3952,0.4424,1.4283,0.1235,43.745,4.3143,1.0165,0.0817,6.425,2.7772,0.5929,200,30,60
235,random_063_a=1.5,0.031278,0.029297,0.027997,0.057412,0.146034,0.167689,0.104841,0.123068,0.174425,0.006159,0.1318,5.9395,6.5563,-0.2255,1.1717,0.072,123.27,5.1536,0.9787,0.0703,3.48,1.832,0.1533,200,30,60
236,random_064_a=1.5,0.167989,0.050618,0.143478,0.051519,0.102218,0.079645,0.01592,0.02113,0.191641,0.120958,0.054884,4.7132,11.6596,0.0349,1.4642,0.1438,51.665,5.7154,1.0128,0.0826,6.965,3.1961,0.5333,200,30,60
237,random_065_a=1.5,0.088319,0.047175,0.156641,0.051907,0.077437,0.058076,0.210441,0.096577,0.125876,0.029903,0.057647,4.9076,8.2983,-0.1246,1.327,0.1037,77.575,5.3589,0.994,0.0813,5.475,2.4576,0.317,200,30,60
238,random_066_a=1.5,0.129676,0.014877,0.09072,0.110679,0.025478,0.151831,0.096883,0.053779,0.013983,0.24099,0.071104,5.339,10.721,-0.178,1.3692,0.1221,76.86,6.2935,1.0055,0.0809,5.715,2.3689,0.456,200,30,60
239,random_067_a=1.5,0.015251,0.039363,0.125245,0.104714,0.025509,0.207975,0.014958,0.241824,0.10085,0.057968,0.066343,5.5204,6.7878,-0.1545,1.1952,0.0741,108.555,5.5062,0.9902,0.0671,3.825,1.7663,0.0673,200,30,60
240,random_068_a=1.5,0.065923,0.096809,0.005651,0.027509,0.064032,0.155266,0.150728,0.203278,0.145191,0.025227,0.060387,5.5428,7.3111,-0.611,1.276,0.0999,100.71,6.5198,1.0068,0.0719,4.785,2.0567,0.2595,200,30,60
241,random_069_a=1.5,0.191006,0.176712,0.066112,0.123859,0.050702,0.012617,0.071794,0.067767,0.04824,0.127189,0.064002,4.0222,12.1996,0.3935,1.5247,0.1427,31.7,3.6188,1.0363,0.0804,7.61,3.3875,0.5489,200,30,60
242,random_070_a=1.5,0.0718,0.095597,0.267748,0.046415,0.130782,0.062471,0.065661,0.04701,0.057787,0.041096,0.113633,4.2973,9.8291,0.5542,1.3143,0.0964,59.19,4.1242,0.9926,0.0806,5.315,2.465,0.2619,200,30,60
243,random_071_a=1.5,0.039473,0.013075,0.049017,0.043689,0.048989,0.073905,0.04918,0.072918,0.04934,0.12081,0.439604,7.4912,9.3627,-0.9871,1.1988,0.0889,152.785,7.9185,0.9832,0.0773,3.83,2.1504,0.1807,200,30,60
244,random_072_a=1.5,0.111346,0.056499,0.002088,0.370854,0.116884,0.079363,0.002447,0.083359,0.10404,0.054366,0.018755,4.1449,7.1866,0.399,1.3138,0.098,63.25,4.4425,0.9992,0.0765,5.615,2.455,0.4081,200,30,60
245,random_073_a=1.5,0.012081,0.265785,0.071811,0.038475,0.068003,0.063837,0.01123,0.138502,0.054827,0.072702,0.202746,5.2733,12.6387,0.0306,1.361,0.1001,70.46,5.7317,1.0116,0.0815,5.645,2.2968,0.0375,200,30,60
246,random_074_a=1.5,0.015544,0.032484,0.09729,0.153008,0.039035,0.041465,0.125516,0.362102,0.078639,0.032368,0.022549,5.4833,5.5648,-0.4614,1.1888,0.0718,112.385,5.8427,0.9831,0.0767,3.595,1.6012,0.075,200,30,60
247,random_075_a=1.5,0.040125,0.091993,0.299384,0.033986,0.049136,0.163629,0.059839,0.055568,0.140612,0.050186,0.015543,4.2874,7.5859,0.322,1.2883,0.0905,66.695,4.304,0.9935,0.0773,5.12,2.2741,0.1537,200,30,60
248,random_076_a=1.5,0.2144,0.010873,0.187138,0.081996,0.061668,0.060112,0.071785,0.053142,0.121265,0.055066,0.082556,4.2723,11.3991,0.2499,1.4993,0.1405,40.31,4.8942,1.0237,0.0795,7.495,3.1718,0.6402,200,30,60
249,random_077_a=1.5,0.0045,0.074857,0.047493,0.160939,0.058582,0.142764,0.129856,0.13281,0.060633,0.079429,0.108136,5.5909,7.2719,0.0179,1.1905,0.0717,110.22,4.6378,0.9908,0.0669,3.575,1.7692,0.0169,200,30,60
250,random_078_a=1.5,0.096591,0.069444,0.033552,0.090043,0.013872,0.025034,0.155609,0.109614,0.156897,0.043359,0.205986,5.9935,11.0643,-0.4979,1.3273,0.1091,95.115,7.0847,1.0091,0.0749,5.29,2.294,0.3387,200,30,60
251,random_079_a=1.5,0.015709,0.025123,0.194476,0.098353,0.150925,0.105315,0.048192,0.021478,0.007059,0.322821,0.010549,5.3463,8.5959,0.1452,1.2203,0.0799,97.435,4.6296,0.9825,0.0774,3.835,1.6769,0.0688,200,30,60
