dist_id,dist_label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,dist_mean,dist_var,dist_skew,mean_tortuosity,std_tortuosity,mean_resistance,std_resistance,mean_fractal_dim,std_fractal_dim,mean_lateral_dev,std_lateral_dev,mean_zero_cost_ratio,n_runs,grid_H,grid_W,family,dijk_mean_resistance,dijk_std_resistance,dijk_mean_tortuosity,dijk_std_tortuosity,dijk_mean_lateral,dijk_mean_time_ms,greedy_mean_resistance,greedy_std_resistance,greedy_mean_tortuosity,greedy_std_tortuosity,greedy_mean_lateral,greedy_mean_time_ms,tau_gap,res_gap,efficiency,dijk_time_ms,greedy_time_ms,speedup
89,uniform_6to10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,8.0,2.0,0.0,1.0169,0.015,365.215,3.6033,0.9457,0.0236,0.775,0.6758,0.0,200,50,100,uniform,3040.5333333333333,6.501281924871945,1.0273333333333334,0.008580847998942327,6.4,12232.657916665386,4178.6,80.12204975624911,1.4733333333333334,0.022354023820162234,37.0,7735.116600000765,0.44599999999999995,1138.066666666667,0.7276440275052249,12232.657916665386,7735.116600000765,1.5814445404306092
53,uniform_1to4,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,0.0,1.1598,0.0482,90.045,2.7092,0.9518,0.0591,4.725,2.0074,0.0,200,50,100,uniform,761.0666666666667,5.824414951204072,1.1846666666666665,0.017187689392895906,24.4,10853.236633333532,1020.6,31.340981842583407,1.366666666666667,0.033669436472577786,32.53333333333333,7641.317283331106,0.18200000000000038,259.5333333333333,0.7457051407668692,10853.236633333532,7641.317283331106,1.420335817884301
85,uniform_5to10,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,7.5,2.9167,-0.0,1.034,0.0216,332.815,3.8581,0.9476,0.0295,1.435,0.9328,0.0,200,50,100,uniform,2776.133333333333,6.266312046703919,1.0473333333333334,0.010834249045547733,9.333333333333334,10656.857608332453,4032.6,126.08772456394907,1.583,0.050569965676984886,33.86666666666667,7714.243669466426,0.5356666666666665,1256.4666666666667,0.6884226884226884,10656.857608332453,7714.243669466426,1.3814520340487975
46,uniform_0to6,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.0,0.0,0.0,0.0,3.0,4.0,-0.0,1.4163,0.1048,68.075,3.759,1.0006,0.058,9.02,3.8068,0.4685,200,50,100,uniform,588.9333333333333,7.62014872995709,1.4913333333333332,0.04530518208560166,40.13333333333333,11095.972347197434,1065.0,53.50300392100829,1.6251666666666664,0.039837467408506376,36.13333333333333,7684.988716663793,0.13383333333333325,476.0666666666667,0.5529890453834115,11095.972347197434,7684.988716663793,1.4438501806954398
58,uniform_1to9,0.0,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.0,5.0,6.6667,0.0,1.2352,0.0663,160.865,5.6254,0.9699,0.06,6.06,2.4733,0.0,200,50,100,uniform,1369.8,10.434831780422446,1.2626666666666666,0.01699439683570805,27.466666666666665,10930.980808334425,2268.3333333333335,59.830315615636415,1.7676666666666667,0.05600914041050626,39.46666666666667,7723.773080533525,0.5050000000000001,898.5333333333335,0.6038795003673769,10930.980808334425,7723.773080533525,1.415238471451748
93,uniform_8to9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,8.5,0.25,0.0,1.0,0.0,407.92,1.3501,0.9453,0.0,0.0,0.0,0.0,200,50,100,uniform,3358.6,3.1802964821358577,0.9988333333333335,0.001599851183555427,0.5333333333333333,12208.844188934503,3394.5333333333333,7.567474259399014,0.9975000000000003,2.298380017448157e-16,0.0,7690.890466666315,-0.0013333333333331865,35.933333333333394,0.9894143524883146,12208.844188934503,7690.890466666315,1.587442213856744
95,obstacles_p10=0.000,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,4.5,8.25,-0.0,1.3929,0.0999,110.665,5.7207,0.9948,0.061,9.03,3.6436,0.3486,200,50,100,obstacles,956.3333333333334,9.332482954457408,1.4178333333333335,0.03589253138918752,29.4,11041.048294398934,1561.0666666666666,530.5715875579934,1.5971666666666666,0.5356961981073477,39.8,7722.332327797388,0.17933333333333312,604.7333333333332,0.6126153057738299,11041.048294398934,7722.332327797388,1.4297556522730137
112,obstacles_p10=0.850,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.85,9.175,5.0944,-2.8008,1.0926,0.043,382.995,8.5845,0.9499,0.0488,3.085,1.7007,0.0819,200,50,100,obstacles,3225.133333333333,24.29834405488415,1.1179999999999999,0.01424279266355945,18.333333333333332,10632.433141663205,4036.2,259.2081899058857,1.271,0.08317258305131908,20.466666666666665,7675.476650001171,0.15300000000000002,811.0666666666666,0.7990519135160135,10632.433141663205,7675.476650001171,1.385247278637944
110,obstacles_p10=0.750,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.75,8.625,7.7344,-1.9117,1.1585,0.055,332.705,9.9176,0.9659,0.0521,4.685,2.1655,0.1237,200,50,100,obstacles,2809.4666666666667,21.433840622005285,1.1806666666666668,0.033653521714814984,21.133333333333333,10693.335949998193,3643.266666666667,1066.60124204119,1.3461666666666665,0.4001114428089588,29.0,7605.355225002859,0.16549999999999976,833.8000000000002,0.7711394536039086,10693.335949998193,7605.355225002859,1.4060271523996004
96,obstacles_p10=0.050,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.05,4.775,9.2744,0.0229,1.3856,0.0952,118.315,6.7113,0.9912,0.0588,9.12,3.7638,0.337,200,50,100,obstacles,1015.6666666666666,16.438920136009397,1.4193333333333333,0.04790677951824277,39.86666666666667,11083.399630531978,1629.0666666666666,531.9227208461591,1.5538333333333334,0.5195687314173811,41.4,7659.579088934697,0.13450000000000006,613.4,0.6234653789490915,11083.399630531978,7659.579088934697,1.4469985232665663
