run,total_resistance,path_length,tortuosity,max_lateral_deviation,net_drift,avg_dev_from_start,fractal_dimension,zero_cost_ratio
483,113,70,1.4,7,2,4.386,1.0007,0.3043
484,122,75,1.5,15,-7,6.507,0.9762,0.3784
485,120,63,1.26,5,5,1.683,1.0647,0.3387
486,128,72,1.44,10,6,4.931,0.9918,0.338
487,133,73,1.46,17,17,10.589,1.006,0.3472
488,114,60,1.2,3,2,0.617,1.0491,0.322
489,131,64,1.28,3,0,0.734,1.0284,0.2381
490,130,76,1.52,17,-14,4.474,0.9704,0.3333
491,127,73,1.46,18,15,8.671,0.9491,0.3194
492,114,72,1.44,6,4,2.569,1.1248,0.3944
493,105,70,1.4,5,4,2.343,0.992,0.4058
494,128,72,1.44,8,-6,2.083,0.94,0.2958
495,139,73,1.46,7,1,1.904,1.1235,0.2778
496,128,74,1.48,11,-10,3.622,0.925,0.3562
497,127,68,1.36,10,-10,3.824,1.0345,0.3134
498,137,77,1.54,10,1,2.429,1.0369,0.3026
499,117,69,1.38,7,5,3.232,0.9938,0.3382
500,124,71,1.42,11,5,3.31,1.0494,0.2857
501,136,79,1.58,11,-3,2.772,1.048,0.2564
502,127,73,1.46,19,17,5.808,1.0142,0.3889
503,129,67,1.34,5,3,1.239,1.0864,0.3939
504,138,74,1.48,11,4,6.459,1.0078,0.274
505,125,63,1.26,5,-3,1.19,0.8806,0.2419
506,113,64,1.28,5,4,1.438,0.9444,0.2698
507,121,67,1.34,7,-3,3.836,0.915,0.2576
508,124,62,1.24,7,-6,4.081,0.9265,0.2623
509,119,70,1.4,6,-2,1.7,1.1053,0.3478
510,126,69,1.38,6,5,3.609,0.9489,0.3382
511,119,67,1.34,4,-1,0.94,0.8733,0.3485
512,129,66,1.32,9,8,4.909,1.0175,0.2615
513,128,79,1.58,13,11,5.291,0.9946,0.2564
514,132,70,1.4,10,6,2.643,1.0388,0.2609
515,124,63,1.26,6,-5,2.762,1.0464,0.2258
516,119,67,1.34,6,-3,3.224,0.8777,0.2727
517,121,63,1.26,8,7,4.159,0.9379,0.2419
518,130,64,1.28,10,8,2.359,0.9957,0.2698
519,120,75,1.5,7,-1,1.36,1.0526,0.3378
520,128,75,1.5,9,-7,5.293,1.0686,0.3649
521,124,76,1.52,13,-8,4.197,0.982,0.36
522,130,73,1.46,7,5,2.521,0.9491,0.3056
523,131,62,1.24,3,-2,1.081,1.0055,0.2787
524,131,71,1.42,11,-7,4.042,1.0532,0.2571
525,112,69,1.38,10,7,5.246,1.0285,0.3529
526,125,67,1.34,13,13,7.97,0.9107,0.3485
527,114,68,1.36,7,0,2.015,1.1063,0.2836
528,122,73,1.46,7,3,1.904,1.0102,0.375
529,124,66,1.32,5,-4,2.97,1.0586,0.3231
530,123,70,1.4,6,0,1.943,0.9464,0.3188
531,132,65,1.3,8,-7,4.831,0.9974,0.2812
532,129,77,1.54,7,-3,3.753,1.0369,0.3289
533,119,67,1.34,5,3,1.448,0.8985,0.3333
534,115,75,1.5,9,-7,4.347,0.9919,0.3514
535,121,65,1.3,4,1,1.169,1.0783,0.2812
536,103,69,1.38,9,-9,6.304,1.0408,0.3824
537,123,66,1.32,9,4,4.379,0.9042,0.2769
538,127,79,1.58,10,7,2.456,1.0517,0.3333
539,126,68,1.36,6,-2,2.676,1.0933,0.3284
540,121,69,1.38,11,9,5.203,1.0408,0.3235
541,133,72,1.44,11,8,2.583,0.9169,0.3099
542,130,74,1.48,8,-2,2.203,0.9702,0.3562
543,127,70,1.4,7,-2,3.814,0.9422,0.3478
544,136,66,1.32,9,6,5.5,0.908,0.2615
545,133,65,1.3,6,-3,2.554,0.9309,0.3438
546,116,69,1.38,4,3,1.043,0.8877,0.2647
547,124,67,1.34,12,9,6.388,0.9232,0.3485
548,126,69,1.38,10,3,4.261,0.9208,0.2941
549,134,75,1.5,8,7,3.173,0.927,0.2432
550,133,77,1.54,10,1,2.286,1.0369,0.2895
551,132,75,1.5,17,11,5.467,0.976,0.3243
552,123,74,1.48,9,2,2.257,1.0317,0.3014
553,123,63,1.26,6,5,1.952,0.9844,0.4032
554,123,65,1.3,7,3,2.108,1.0248,0.3594
555,127,65,1.3,5,1,1.585,1.0599,0.3125
556,134,71,1.42,14,11,7.366,0.9939,0.3429
557,124,75,1.5,13,-11,7.52,1.0726,0.4324
558,125,70,1.4,6,6,2.829,0.934,0.3043
559,122,68,1.36,7,4,2.118,1.0355,0.2537
560,125,63,1.26,8,7,3.968,1.0019,0.3226
561,118,65,1.3,6,-3,2.877,1.016,0.3906
562,126,69,1.38,9,5,4.261,0.9903,0.2794
563,121,69,1.38,5,3,1.043,1.0778,0.3824
564,119,66,1.32,7,-2,1.5,1.004,0.3385
565,119,63,1.26,8,-5,3.603,1.0025,0.3226
566,136,62,1.24,5,2,2.645,0.9863,0.3279
567,128,66,1.32,7,4,1.894,0.9761,0.2462
568,125,76,1.52,12,-8,4.579,1.0521,0.3867
569,115,68,1.36,5,4,3.779,1.0753,0.3284
570,124,66,1.32,7,-2,3.288,0.9124,0.3385
571,124,73,1.46,11,9,5.425,1.0531,0.3611
572,127,78,1.56,9,6,3.141,1.1026,0.3117
573,122,72,1.44,8,8,3.264,1.0632,0.3803
574,130,75,1.5,11,-5,3.853,0.9576,0.2838
575,121,72,1.44,6,2,1.375,1.1248,0.2676
576,120,72,1.44,7,0,1.583,0.9796,0.3239
577,128,64,1.28,9,-8,3.844,1.0047,0.254
578,117,71,1.42,6,-1,2.099,0.9821,0.3714
579,108,72,1.44,6,4,1.361,0.8939,0.3521
580,129,62,1.24,9,-8,3.726,0.931,0.2787
581,115,68,1.36,10,-8,3.5,1.04,0.2687
582,132,71,1.42,15,13,8.817,0.9323,0.2429
583,127,73,1.46,9,7,3.959,1.022,0.3194
584,133,67,1.34,8,5,3.657,1.0198,0.3182
585,112,63,1.26,5,5,2.19,0.8873,0.3871
586,133,65,1.3,5,-3,1.846,0.9342,0.3125
587,124,72,1.44,12,12,7.556,1.0358,0.2817
588,136,71,1.42,6,3,1.859,0.9291,0.3429
589,121,70,1.4,14,-14,8.086,0.9966,0.3188
590,117,71,1.42,9,3,4.07,1.0109,0.4143
591,133,75,1.5,7,1,1.813,0.9647,0.3108
592,119,68,1.36,6,0,3.412,0.9627,0.2687
593,129,62,1.24,5,2,1.661,0.9172,0.2951
594,124,74,1.48,11,8,5.919,0.9544,0.3973
595,130,65,1.3,7,7,4.0,0.9645,0.3281
596,129,67,1.34,5,3,3.0,1.0291,0.2576
597,122,79,1.58,17,-11,4.418,1.048,0.2821
598,129,65,1.3,5,-1,0.985,1.0558,0.2344
599,130,74,1.48,12,8,7.203,0.9585,0.3288
600,123,64,1.28,5,-2,2.938,0.9444,0.254
601,132,67,1.34,10,-7,4.448,1.0421,0.3788
602,129,66,1.32,6,-4,1.288,1.0756,0.3538
603,120,65,1.3,4,-1,2.2,1.0738,0.2969
604,129,67,1.34,5,1,1.239,1.0864,0.3333
605,128,67,1.34,4,3,0.731,0.9187,0.2727
606,122,64,1.28,7,-4,2.906,1.0147,0.2698
607,118,74,1.48,12,6,5.486,1.0041,0.3562
608,118,82,1.64,13,6,4.073,1.0142,0.3827
609,129,71,1.42,10,5,2.296,0.9566,0.3714
610,131,65,1.3,5,-5,2.892,0.9907,0.2344
611,122,71,1.42,9,-5,2.07,0.9779,0.2143
612,123,71,1.42,8,-1,2.746,0.9747,0.4143
613,118,71,1.42,5,-1,1.254,0.9981,0.4143
614,129,76,1.52,6,-4,2.855,1.1283,0.3733
615,134,66,1.32,8,-6,4.939,0.9167,0.2615
616,129,57,1.14,5,3,1.684,0.9549,0.2857
617,127,73,1.46,8,-3,2.329,1.0102,0.2917
618,120,72,1.44,9,-6,1.917,1.0082,0.338
619,116,67,1.34,9,-7,3.746,1.0198,0.303
620,121,65,1.3,5,3,1.631,0.9231,0.2812
621,136,66,1.32,6,-4,2.515,1.0087,0.2923
622,128,74,1.48,5,-2,1.311,0.925,0.274
623,114,67,1.34,6,-1,2.119,1.1039,0.3182
624,120,63,1.26,5,-1,2.556,0.9469,0.2742
625,131,64,1.28,5,-4,3.344,1.0815,0.2381
626,130,72,1.44,11,-10,5.458,1.0087,0.4085
627,126,65,1.3,9,-5,3.169,1.0109,0.375
628,116,73,1.46,17,17,10.877,0.9079,0.3889
629,114,70,1.4,5,0,1.543,0.8514,0.3913
630,125,72,1.44,10,-10,4.597,0.9544,0.2958
631,125,72,1.44,5,4,2.597,0.9466,0.3521
632,123,69,1.38,5,-1,1.638,1.0948,0.2794
633,125,67,1.34,9,9,3.448,0.9555,0.2576
634,123,62,1.24,6,2,1.839,0.9769,0.3115
635,130,64,1.28,4,2,2.406,1.0715,0.3175
636,129,64,1.28,4,0,1.219,0.9441,0.2857
637,120,70,1.4,8,4,2.871,1.0305,0.4058
638,143,74,1.48,13,10,6.297,0.9585,0.274
639,105,70,1.4,8,2,1.929,0.9878,0.3913
640,116,67,1.34,9,7,4.925,0.9733,0.3182
641,135,67,1.34,11,-11,6.03,0.9454,0.2576
642,128,69,1.38,15,11,2.884,0.9775,0.3088
643,116,68,1.36,10,-8,4.676,1.04,0.2687
644,123,72,1.44,13,6,3.528,1.0082,0.3803
645,128,70,1.4,5,0,0.843,0.992,0.2899
646,117,73,1.46,9,9,5.274,1.0306,0.4167
647,126,69,1.38,9,7,2.754,1.0408,0.2941
648,126,76,1.52,6,2,1.447,1.1482,0.3333
649,123,66,1.32,8,6,2.364,0.9007,0.3385
650,128,64,1.28,4,-4,1.969,1.0532,0.3492
651,128,66,1.32,6,-2,2.348,1.0326,0.3231
652,112,69,1.38,13,-11,6.116,0.9167,0.2647
653,127,73,1.46,6,3,1.644,1.1147,0.375
654,127,61,1.22,6,5,1.885,1.047,0.3333
655,120,71,1.42,5,1,1.31,1.1027,0.3143
656,128,69,1.38,11,11,6.841,1.0248,0.3529
657,119,70,1.4,11,-8,4.214,1.0475,0.3333
658,119,69,1.38,9,-9,4.261,1.0408,0.3382
659,130,68,1.36,10,-8,6.691,1.0485,0.2985
660,123,65,1.3,12,-11,5.031,0.9602,0.2812
661,132,63,1.26,4,3,2.032,0.8384,0.2903
662,133,72,1.44,8,2,4.125,1.0719,0.338
663,123,69,1.38,7,5,3.87,0.8445,0.3971
664,114,69,1.38,6,5,1.826,0.9733,0.3676
665,126,66,1.32,4,2,1.848,0.8144,0.3231
666,122,73,1.46,7,-7,3.384,1.006,0.3194
667,126,77,1.54,5,3,1.0,1.1456,0.3421
668,128,66,1.32,10,8,3.833,1.0271,0.3077
669,121,70,1.4,12,6,6.157,1.0388,0.3913
670,120,77,1.54,18,-17,7.519,1.0291,0.3421
671,129,68,1.36,12,-10,6.721,0.9753,0.3284
672,120,67,1.34,11,11,6.955,0.9232,0.2576
673,132,76,1.52,12,-4,3.066,1.0127,0.3333
674,129,61,1.22,8,-7,4.246,0.9743,0.2833
675,128,71,1.42,6,1,2.085,1.0532,0.3857
676,129,63,1.26,8,5,2.984,0.9932,0.3065
677,131,74,1.48,5,0,0.919,0.9172,0.3836
678,119,67,1.34,9,3,2.388,0.9776,0.3182
679,121,66,1.32,9,-8,5.727,0.9665,0.2462
680,110,70,1.4,8,6,2.414,1.0517,0.4493
681,138,64,1.28,6,-4,2.625,0.9874,0.3016
682,128,66,1.32,6,-2,2.379,0.9623,0.3231
683,131,67,1.34,9,-7,2.418,1.0198,0.303
684,126,72,1.44,13,12,7.236,0.9057,0.3239
685,117,68,1.36,8,4,2.529,0.9882,0.3433
686,131,80,1.6,17,-16,6.35,0.9587,0.3291
687,127,63,1.26,5,-1,2.429,1.0461,0.2742
688,126,66,1.32,4,4,1.894,0.9042,0.2923
689,132,62,1.24,8,-6,4.71,0.991,0.2459
690,111,71,1.42,8,-1,1.606,0.9981,0.3429
691,124,66,1.32,5,2,1.727,0.9804,0.3692
692,128,69,1.38,7,-1,1.536,0.9402,0.3971
693,109,65,1.3,7,3,3.262,0.9851,0.3594
694,121,72,1.44,11,-4,3.556,1.0632,0.3944
695,132,69,1.38,13,-9,4.536,0.9321,0.2941
696,121,73,1.46,11,-3,2.904,1.0102,0.2917
697,118,76,1.52,12,-4,3.539,0.9666,0.3067
698,127,70,1.4,10,6,2.3,0.9262,0.3188
699,127,72,1.44,19,-16,10.833,0.9962,0.2817
700,119,62,1.24,5,4,1.532,1.0488,0.2295
701,135,73,1.46,11,5,2.534,1.006,0.3194
702,120,64,1.28,7,4,2.812,0.8909,0.3651
703,129,66,1.32,5,-4,1.682,0.8218,0.2769
704,127,66,1.32,12,-10,7.924,1.0046,0.2462
705,110,61,1.22,3,-1,1.0,1.0528,0.3333
706,128,77,1.54,13,-11,2.623,1.0576,0.3289
707,133,67,1.34,5,-1,1.448,1.0776,0.2727
708,120,67,1.34,8,5,2.836,1.0286,0.3333
709,113,73,1.46,7,-5,1.863,0.9563,0.2917
710,130,66,1.32,5,0,2.0,1.018,0.3385
711,128,70,1.4,6,4,3.471,0.8481,0.3043
712,120,69,1.38,10,-9,4.464,0.9317,0.3382
713,131,74,1.48,7,-4,1.851,1.1206,0.411
714,126,67,1.34,5,1,1.731,0.9402,0.303
715,121,76,1.52,11,6,7.263,1.0482,0.3067
716,130,81,1.62,8,5,1.864,1.0054,0.3125
717,131,76,1.52,11,4,3.303,1.0197,0.28
718,127,73,1.46,7,1,2.123,1.0019,0.2639
719,116,72,1.44,16,16,6.694,1.0,0.3239
720,125,70,1.4,15,14,5.529,0.9262,0.2754
721,119,67,1.34,6,3,2.403,1.0328,0.3485
722,128,63,1.26,6,5,3.413,0.9886,0.2258
723,124,72,1.44,10,-2,2.417,1.0082,0.2676
724,119,74,1.48,14,-14,6.919,0.9745,0.411
725,109,71,1.42,13,-9,6.831,0.9401,0.3714
726,121,74,1.48,14,-12,6.554,0.9622,0.3288
727,121,67,1.34,5,1,1.343,1.0733,0.3788
728,129,67,1.34,7,3,2.896,1.0421,0.2879
729,115,74,1.48,7,4,1.649,0.9176,0.3151
730,130,70,1.4,10,6,2.586,0.8858,0.2754
731,119,73,1.46,13,-9,6.712,1.0142,0.3194
732,127,70,1.4,7,4,1.943,1.1328,0.2899
733,132,62,1.24,6,2,1.371,0.926,0.3279
734,138,65,1.3,6,5,3.508,1.0733,0.2656
735,130,71,1.42,8,3,1.606,0.9483,0.3429
736,117,67,1.34,10,7,4.925,0.9114,0.3182
737,118,70,1.4,8,-4,2.257,1.0481,0.2899
738,116,71,1.42,7,-1,3.211,0.9787,0.3571
739,126,67,1.34,9,1,4.522,0.9645,0.3636
740,118,68,1.36,9,6,1.956,1.0392,0.3433
741,120,65,1.3,4,-1,0.8,0.9058,0.3438
742,128,67,1.34,9,9,2.627,1.0336,0.303
743,127,66,1.32,4,0,1.273,1.0665,0.3077
744,135,67,1.34,4,1,0.791,1.0821,0.2879
745,119,70,1.4,5,0,2.629,1.0016,0.2464
746,126,72,1.44,9,8,4.667,1.0552,0.3944
747,121,74,1.48,8,-4,4.027,1.0119,0.4247
748,130,70,1.4,8,-4,1.886,1.0432,0.3478
749,110,64,1.28,9,-8,5.75,0.9796,0.3968
750,122,65,1.3,7,5,2.123,1.0838,0.2812
751,131,69,1.38,6,3,2.942,0.8947,0.3382
752,118,72,1.44,8,-8,3.681,0.9742,0.3662
753,126,63,1.26,7,-5,1.619,0.9728,0.3226
754,132,68,1.36,5,0,2.0,0.8751,0.2388
755,120,65,1.3,5,-3,3.631,0.8528,0.3125
756,124,63,1.26,5,-3,1.254,1.051,0.3065
757,127,72,1.44,8,-4,2.958,1.0552,0.3521
758,124,72,1.44,13,12,7.792,0.9959,0.3521
759,125,64,1.28,5,2,1.141,1.0771,0.2857
760,119,70,1.4,5,-2,1.3,1.1059,0.2899
761,121,67,1.34,5,-1,1.209,1.0736,0.2879
762,126,72,1.44,7,0,1.236,1.139,0.338
763,120,76,1.52,13,10,5.632,0.9183,0.3467
764,126,71,1.42,7,5,2.62,0.9857,0.4
765,125,68,1.36,7,0,2.191,0.9882,0.3284
766,131,70,1.4,8,-6,2.486,0.9344,0.3188
767,124,73,1.46,9,7,4.644,1.0691,0.3611
768,116,69,1.38,8,-7,2.609,1.0463,0.3235
769,113,69,1.38,8,7,4.029,1.0287,0.3529
770,123,72,1.44,6,4,2.458,0.9013,0.3239
771,122,69,1.38,11,7,3.884,0.9773,0.2353
772,122,69,1.38,6,5,1.87,1.0243,0.3235
773,117,59,1.18,4,3,1.254,1.0173,0.2414
774,119,71,1.42,12,3,3.662,0.9939,0.2857
775,135,71,1.42,9,-3,2.69,0.9979,0.3714
776,109,67,1.34,4,-3,1.403,0.9099,0.4091
777,127,65,1.3,6,-5,3.692,0.8983,0.2656
778,122,67,1.34,7,5,2.433,1.0328,0.3788
779,138,74,1.48,6,6,2.324,0.9663,0.3288
780,124,63,1.26,5,-1,1.159,1.0467,0.3387
781,119,59,1.18,5,-3,1.203,0.9747,0.2759
782,123,74,1.48,16,-16,8.257,1.0201,0.3973
783,132,68,1.36,10,-6,3.206,0.9379,0.2687
784,128,65,1.3,8,-5,2.323,1.0114,0.3281
785,114,68,1.36,11,10,4.515,0.9753,0.4179
786,137,71,1.42,7,-5,2.324,0.9901,0.3429
787,127,70,1.4,13,12,8.614,0.9718,0.3623
788,126,67,1.34,5,1,1.597,1.0651,0.2273
789,121,60,1.2,3,2,1.017,1.0406,0.3051
790,124,67,1.34,8,5,4.119,0.9648,0.4091
791,115,66,1.32,14,-14,7.909,1.0051,0.3692
792,124,66,1.32,8,-6,3.894,1.0226,0.3385
793,130,72,1.44,7,0,1.528,0.9462,0.2535
794,131,67,1.34,10,-9,2.791,1.008,0.2727
795,119,76,1.52,14,-8,9.566,0.9778,0.3467
796,134,66,1.32,6,0,2.091,0.9124,0.2308
797,135,64,1.28,4,2,0.828,0.7997,0.3175
798,120,66,1.32,10,8,2.833,1.0271,0.2923
799,119,72,1.44,5,2,1.375,0.9588,0.338
800,127,76,1.52,13,-8,3.934,0.9741,0.3067
801,134,65,1.3,5,-3,1.538,0.9342,0.2656
802,126,64,1.28,6,-2,2.844,1.0047,0.2698
803,122,69,1.38,5,1,2.536,1.0326,0.3971
804,133,66,1.32,8,-2,2.273,0.9536,0.2462
805,127,65,1.3,6,3,1.369,0.9897,0.2812
806,125,70,1.4,10,6,5.329,1.0227,0.3188
807,130,76,1.52,9,-4,3.368,1.0404,0.3867
808,116,64,1.28,5,0,1.5,1.0759,0.3175
809,114,78,1.56,17,14,6.436,1.0384,0.4416
810,129,69,1.38,8,3,3.261,0.9234,0.2647
811,121,65,1.3,6,-3,1.446,0.9056,0.2344
812,126,72,1.44,12,-8,4.194,1.0552,0.3803
813,124,73,1.46,12,-5,2.863,1.0652,0.3611
814,133,70,1.4,11,6,5.0,0.9422,0.3333
815,128,69,1.38,8,3,3.551,0.9903,0.3676
816,134,67,1.34,5,-3,1.478,0.9645,0.2879
817,128,70,1.4,16,-16,7.5,0.9835,0.3333
818,120,75,1.5,14,-13,8.08,1.0646,0.3514
819,131,68,1.36,7,-4,1.235,1.0797,0.3582
820,126,68,1.36,11,-10,5.853,0.9379,0.3433
821,123,72,1.44,11,8,6.389,0.9888,0.2676
822,130,68,1.36,13,-10,3.265,0.9074,0.2985
823,126,73,1.46,11,-9,5.507,1.0189,0.2917
824,117,69,1.38,9,7,3.754,0.9655,0.3676
825,126,70,1.4,5,0,1.471,1.0966,0.3333
826,114,72,1.44,10,-2,3.042,1.0,0.338
827,128,65,1.3,6,-5,2.446,0.9605,0.3125
828,133,66,1.32,6,-2,1.697,0.9498,0.3231
829,126,67,1.34,11,9,4.836,0.957,0.2576
830,118,75,1.5,11,11,4.52,0.9721,0.3108
831,121,69,1.38,8,-7,2.899,0.9241,0.3971
832,120,73,1.46,8,7,4.849,1.0138,0.3472
833,135,68,1.36,9,6,4.75,0.967,0.2836
834,119,67,1.34,12,7,3.403,0.9606,0.2727
835,97,68,1.36,9,4,3.765,1.0262,0.3284
836,113,65,1.3,9,9,3.431,0.9934,0.2969
837,123,72,1.44,12,-6,2.625,0.9959,0.3099
838,128,68,1.36,12,-8,3.309,0.9797,0.3433
839,120,75,1.5,10,-7,4.6,1.0216,0.3108
840,126,71,1.42,8,7,2.056,0.9896,0.3
841,124,70,1.4,7,-6,3.157,1.047,0.3768
842,121,70,1.4,7,-6,3.257,1.0048,0.3478
843,130,75,1.5,9,3,1.96,0.9576,0.3243
844,131,72,1.44,8,4,1.833,0.9962,0.2958
845,108,62,1.24,4,-2,1.194,0.94,0.2623
846,132,69,1.38,11,11,5.449,1.0419,0.2647
847,137,66,1.32,7,4,4.0,1.0711,0.2769
848,121,66,1.32,11,10,5.318,1.0133,0.3538
849,124,73,1.46,5,1,1.753,1.1029,0.3194
850,125,67,1.34,5,-1,1.418,0.9189,0.2727
851,125,65,1.3,6,5,3.646,1.0645,0.3125
852,118,69,1.38,8,-7,2.609,1.0326,0.3088
853,113,67,1.34,6,3,1.418,0.9232,0.3636
854,129,67,1.34,10,-9,5.239,0.8251,0.3939
855,129,73,1.46,12,5,3.329,1.0019,0.3472
856,125,70,1.4,6,-2,2.629,1.1146,0.3188
857,140,67,1.34,7,-1,2.015,0.9776,0.2424
858,125,77,1.54,24,23,12.039,0.9796,0.3816
859,127,68,1.36,12,12,6.338,1.0304,0.2985
860,140,62,1.24,4,-2,2.452,0.9863,0.2951
861,124,59,1.18,6,3,1.847,0.9045,0.2414
862,129,68,1.36,5,2,1.029,1.0758,0.3582
863,108,70,1.4,12,12,7.929,0.9303,0.3623
864,119,78,1.56,15,6,3.897,0.989,0.3377
865,131,83,1.66,20,-19,10.289,0.9821,0.3415
866,118,61,1.22,4,1,0.852,1.0237,0.35
867,120,63,1.26,7,-5,4.825,0.9716,0.2258
868,130,62,1.24,6,6,2.919,1.0441,0.3279
869,120,74,1.48,9,-4,2.392,1.0006,0.411
870,125,67,1.34,9,-7,3.687,1.0336,0.3788
871,129,78,1.56,10,-4,5.551,1.0544,0.3506
872,122,69,1.38,5,-3,1.232,1.1096,0.3971
873,120,70,1.4,13,-12,7.286,1.0597,0.3623
874,114,75,1.5,15,11,7.44,0.9234,0.3919
875,122,64,1.28,5,-2,2.0,0.9034,0.2698
876,124,67,1.34,6,3,3.403,1.008,0.2424
877,121,64,1.28,6,-6,4.172,1.0759,0.4286
878,124,68,1.36,7,0,1.882,0.9794,0.2388
879,122,65,1.3,4,-1,0.785,1.0692,0.3594
880,136,69,1.38,8,1,4.246,0.9858,0.3088
881,127,71,1.42,6,-3,2.761,0.9861,0.3857
882,115,65,1.3,10,-5,2.831,1.0111,0.3125
883,123,65,1.3,6,-5,3.554,1.0645,0.2812
884,124,72,1.44,10,-10,4.181,0.9053,0.3521
885,119,70,1.4,14,14,8.886,1.031,0.3333
886,122,75,1.5,22,-21,10.88,1.0177,0.3919
887,128,70,1.4,8,-2,2.957,1.0475,0.3043
888,120,71,1.42,17,17,8.718,0.9939,0.2857
889,126,68,1.36,6,-4,2.353,1.0175,0.3134
890,128,61,1.22,5,1,2.262,0.8281,0.2333
891,135,69,1.38,9,-7,3.29,0.9986,0.3088
892,129,70,1.4,9,-4,1.843,1.0517,0.2754
893,124,67,1.34,6,3,1.806,0.9454,0.3636
894,121,66,1.32,9,2,2.606,0.958,0.3231
895,131,70,1.4,10,-10,5.8,0.9837,0.2464
896,120,72,1.44,13,8,7.792,0.9432,0.2958
897,122,67,1.34,5,-1,1.672,1.0776,0.303
898,130,65,1.3,8,-7,3.554,0.9934,0.3594
899,120,71,1.42,8,7,4.704,1.0449,0.3571
900,104,65,1.3,4,-3,1.892,1.0689,0.375
901,130,70,1.4,10,-6,3.843,1.0048,0.2899
902,132,65,1.3,9,-5,3.308,1.0021,0.2656
903,122,73,1.46,9,1,2.589,1.0142,0.3333
904,120,68,1.36,8,6,1.544,0.8802,0.3582
905,133,71,1.42,9,7,5.732,0.9979,0.2857
906,127,67,1.34,5,3,1.343,1.0584,0.3485
907,133,68,1.36,6,0,1.603,1.0144,0.2985
908,125,76,1.52,13,-8,6.105,0.982,0.32
909,122,73,1.46,12,11,4.096,1.0147,0.4028
910,132,72,1.44,8,-4,3.639,1.0042,0.3521
911,124,68,1.36,7,6,1.412,1.0392,0.3433
912,127,66,1.32,5,2,1.167,1.0226,0.3077
913,113,71,1.42,11,5,5.718,1.0337,0.2857
914,134,69,1.38,8,5,1.406,0.9234,0.3382
915,126,65,1.3,10,9,7.308,0.998,0.3594
916,121,73,1.46,11,3,4.411,1.0569,0.4167
917,119,65,1.3,6,-5,1.754,1.0696,0.25
918,131,77,1.54,5,-5,1.688,1.1423,0.3289
919,130,69,1.38,8,1,3.826,0.9816,0.2353
920,125,69,1.38,9,7,4.739,1.0248,0.3382
921,126,68,1.36,8,-6,1.926,1.0443,0.2687
922,128,63,1.26,4,3,1.778,0.9422,0.3065
923,132,74,1.48,8,2,2.149,1.0809,0.3014
924,126,64,1.28,3,2,1.656,1.0315,0.3333
925,117,64,1.28,7,-4,1.953,0.9274,0.3333
926,128,67,1.34,12,9,6.403,1.0198,0.2727
927,125,75,1.5,15,-15,7.867,0.9638,0.3378
928,125,63,1.26,4,-1,1.381,1.051,0.3387
929,124,74,1.48,7,-2,2.243,0.9333,0.3425
930,118,74,1.48,10,-10,5.23,1.0628,0.4384
931,122,70,1.4,9,0,5.029,0.8891,0.3043
932,134,77,1.54,9,-1,3.013,1.0291,0.2895
933,129,70,1.4,7,-6,2.871,0.9718,0.3043
934,120,68,1.36,10,10,6.221,1.0307,0.3134
935,130,69,1.38,12,-7,7.116,1.0283,0.3382
936,127,75,1.5,18,-13,10.84,0.9608,0.3243
937,112,77,1.54,8,-1,1.87,1.0184,0.3947
938,135,65,1.3,9,9,4.215,0.9557,0.1719
939,120,66,1.32,7,-6,1.803,1.0178,0.2769
940,135,71,1.42,6,3,1.69,1.1115,0.3
941,132,63,1.26,4,3,2.413,1.0464,0.3226
942,129,68,1.36,10,4,2.897,1.0222,0.2687
943,120,75,1.5,16,13,9.8,0.9308,0.3378
944,116,75,1.5,12,-9,3.427,0.9803,0.3378
945,120,73,1.46,8,-5,4.205,1.0614,0.3194
946,125,76,1.52,5,4,1.895,0.8915,0.36
947,120,65,1.3,4,3,1.846,0.8563,0.2656
948,122,71,1.42,11,-5,3.268,0.9523,0.4
949,118,70,1.4,5,4,2.857,0.9837,0.3623
950,129,68,1.36,14,-10,3.515,0.9753,0.2388
951,123,66,1.32,8,-4,4.076,0.9578,0.3077
952,126,68,1.36,8,-4,1.603,0.984,0.3433
953,104,70,1.4,9,2,4.457,0.9878,0.4058
954,136,76,1.52,12,2,4.803,1.0234,0.3067
955,126,68,1.36,4,0,1.574,1.0648,0.3731
956,124,64,1.28,9,-8,4.266,1.0138,0.3016
957,124,76,1.52,14,12,6.184,0.9325,0.3733
958,123,66,1.32,9,8,4.258,0.953,0.3385
959,130,64,1.28,4,-2,2.594,1.0193,0.3492
960,127,66,1.32,6,2,1.697,0.9761,0.3538
961,123,74,1.48,7,-2,2.77,1.0119,0.3699
962,120,70,1.4,11,10,4.686,0.8775,0.4203
963,125,68,1.36,10,4,2.353,1.0219,0.3134
964,122,70,1.4,7,-4,2.971,0.8969,0.3768
965,119,76,1.52,15,12,4.921,0.9671,0.32
966,121,67,1.34,6,-3,1.881,0.9645,0.3636
967,120,69,1.38,8,-5,3.841,0.9272,0.3382
968,119,64,1.28,4,0,2.078,0.8418,0.3333
969,122,64,1.28,6,0,2.031,0.9357,0.2857
970,128,66,1.32,5,2,1.394,1.0799,0.2462
971,121,79,1.58,13,-3,5.747,1.0055,0.3205
972,139,66,1.32,6,-4,2.136,1.0711,0.2769
973,124,71,1.42,7,3,1.352,1.0033,0.3429
974,122,74,1.48,10,6,3.081,1.0628,0.274
