run,total_resistance,path_length,tortuosity,max_lateral_deviation,net_drift,avg_dev_from_start,fractal_dimension,zero_cost_ratio
474,430,53,1.06,2,-1,0.396,0.9077,0.0385
475,427,51,1.02,1,1,0.765,0.9539,0.0
476,426,54,1.08,3,2,1.167,0.9843,0.0943
477,430,52,1.04,1,0,0.308,0.9623,0.0392
478,436,51,1.02,1,-1,0.569,0.9539,0.02
479,432,51,1.02,1,1,0.882,0.9595,0.02
480,422,51,1.02,1,-1,0.784,0.891,0.06
481,420,51,1.02,1,-1,0.549,0.9539,0.04
482,433,52,1.04,2,-2,0.885,0.9572,0.0784
483,431,53,1.06,2,1,0.717,0.9655,0.0192
484,435,53,1.06,3,-3,1.151,0.9709,0.0385
485,427,53,1.06,2,1,0.849,0.9762,0.0385
486,433,52,1.04,1,0,0.192,0.9734,0.0196
487,435,51,1.02,1,-1,0.196,0.9595,0.02
488,433,53,1.06,1,-1,0.547,0.9869,0.0385
489,437,51,1.02,1,-1,0.588,0.9539,0.06
490,427,51,1.02,1,1,0.294,0.9595,0.04
491,439,52,1.04,1,0,0.192,0.9527,0.0392
492,428,53,1.06,3,-3,1.509,0.9131,0.0769
493,434,50,1.0,0,0,0.0,0.9453,0.0408
494,427,52,1.04,1,0,0.365,0.9623,0.0392
495,415,52,1.04,2,2,0.692,0.9679,0.0588
496,436,52,1.04,1,0,0.673,0.9734,0.0196
497,433,51,1.02,1,1,0.863,0.9539,0.02
498,412,53,1.06,2,-1,0.943,0.9762,0.0769
499,422,53,1.06,3,3,0.962,0.9709,0.0385
500,429,53,1.06,3,-3,1.906,0.9131,0.0962
501,434,50,1.0,0,0,0.0,0.9453,0.0204
502,439,51,1.02,1,-1,0.157,0.9539,0.04
503,427,53,1.06,3,-3,2.321,0.9762,0.0577
504,436,50,1.0,0,0,0.0,0.9453,0.0408
505,438,52,1.04,2,2,0.615,0.9679,0.0196
506,432,51,1.02,1,-1,0.333,0.891,0.04
507,416,53,1.06,3,-3,1.377,0.9762,0.1154
508,434,51,1.02,1,1,0.588,0.9488,0.02
509,441,51,1.02,1,-1,0.608,0.891,0.04
510,422,52,1.04,1,0,0.077,0.9623,0.0588
511,433,52,1.04,2,-2,0.923,0.9572,0.0196
512,432,51,1.02,1,-1,0.549,0.9539,0.02
513,407,52,1.04,1,0,0.673,0.9623,0.0392
514,426,51,1.02,1,1,0.373,0.9539,0.08
515,434,50,1.0,0,0,0.0,0.9453,0.0204
516,442,52,1.04,2,2,1.231,0.9679,0.0588
517,431,52,1.04,1,0,0.192,0.9623,0.0196
518,433,52,1.04,2,-2,0.654,0.9679,0.0196
519,435,54,1.08,2,0,0.944,0.9691,0.0377
520,439,51,1.02,1,1,0.667,0.891,0.04
521,424,51,1.02,1,1,0.118,0.891,0.06
522,430,51,1.02,1,-1,0.412,0.9539,0.04
523,437,52,1.04,1,0,0.212,0.9623,0.0392
