p0,p10,tortuosity,resistance
0.4656626421668289,0.5343373578331712,2.14,20
0.7049429109533256,0.2950570890466744,1.15,0
0.4703539458732225,0.5296460541267776,2.14,10
0.4575611183696664,0.5424388816303336,2.14,10
0.3128676720498986,0.6871323279501014,1.64,200
0.6820163842854827,0.3179836157145173,1.21,0
0.20113006877312634,0.7988699312268737,1.56,400
0.8774619694702575,0.12253803052974255,1.03,0
0.8611979368801101,0.13880206311988985,1.04,0
0.10496396465854492,0.895036035341455,1.3,610
0.11932271618470845,0.8806772838152915,1.4,580
0.7069010993594642,0.2930989006405358,1.14,0
0.40773763051606793,0.5922623694839321,2.0,60
0.2804534874510827,0.7195465125489173,1.48,220
0.26811313585613455,0.7318868641438654,1.58,250
0.11912734447127393,0.8808726555287261,1.19,610
0.44106349031952646,0.5589365096804735,2.02,40
0.549114845715672,0.45088515428432796,1.41,0
0.38199360844433095,0.618006391555669,1.81,70
0.2904081732946912,0.7095918267053087,1.46,210
0.636509673380826,0.363490326619174,1.23,0
0.13105502773308544,0.8689449722669146,1.38,560
0.7476797086021826,0.2523202913978174,1.11,0
0.20614777726722391,0.7938522227327761,1.44,410
0.5178758508830338,0.4821241491169662,1.63,0
0.5058559128614581,0.49414408713854185,1.49,0
0.819190209817335,0.18080979018266496,1.04,0
0.27025201288064643,0.7297479871193535,1.44,260
0.5752305240681753,0.4247694759318247,1.38,0
0.7954256574414476,0.20457434255855245,1.1,0
0.8223608183459618,0.17763918165403825,1.06,0
0.17150960734447462,0.8284903926555254,1.3,490
0.31154217544574386,0.6884578245542561,1.65,210
0.16976548094693644,0.8302345190530636,1.38,470
0.8283669683020202,0.17163303169797983,1.06,0
0.18541759324888896,0.814582406751111,1.47,430
0.4720130766964261,0.5279869233035739,1.94,10
0.23620574755021986,0.7637942524497802,1.42,350
0.23746006661233496,0.762539933387665,1.58,330
0.24015013725136783,0.7598498627486322,1.56,300
0.8366286754326895,0.16337132456731052,1.05,0
0.5058382315360422,0.49416176846395776,2.06,0
0.541225121350583,0.458774878649417,1.59,0
0.7081142498297621,0.2918857501702379,1.14,0
0.5945900849366382,0.40540991506336177,1.31,0
0.4302268025746674,0.5697731974253326,1.67,50
0.8331866929931527,0.16681330700684727,1.06,0
0.8224161976355346,0.17758380236446536,1.06,0
0.11417819356151293,0.8858218064384871,1.4,600
0.7748950603450544,0.2251049396549456,1.08,0
0.8812763681070558,0.11872363189294421,1.04,0
0.4251007841336931,0.5748992158663069,2.2,60
0.44661224949293177,0.5533877505070682,1.92,40
0.4734987512841844,0.5265012487158156,2.08,0
0.4447117045168331,0.5552882954831668,1.77,30
0.21585506098053087,0.7841449390194691,1.39,370
0.7259337528272961,0.2740662471727039,1.13,0
0.1947631493339051,0.805236850666095,1.61,430
0.6249342573377036,0.3750657426622964,1.28,0
0.7272648039753942,0.27273519602460583,1.12,0
0.8516398799643343,0.14836012003566568,1.04,0
0.6056793617324264,0.3943206382675736,1.28,0
0.8231969126807841,0.1768030873192159,1.05,0
0.62520413125824,0.37479586874175996,1.24,0
0.4049903471236298,0.5950096528763702,1.79,80
0.3004701066707619,0.6995298933292381,1.57,190
0.3007212318089361,0.6992787681910639,1.66,210
0.15029761179036216,0.8497023882096378,1.45,480
0.430978093395465,0.569021906604535,1.58,40
0.7860989304366955,0.21390106956330446,1.08,0
0.15931206642287352,0.8406879335771265,1.47,500
0.8654798591983499,0.1345201408016501,1.03,0
0.3301970385895165,0.6698029614104835,1.45,170
0.33334551088562697,0.6666544891143731,1.53,150
0.6248660028742798,0.37513399712572015,1.27,0
0.1923159292664141,0.807684070733586,1.4,410
0.14242252765595084,0.8575774723440491,1.23,560
0.29508031971240695,0.704919680287593,1.57,230
0.7376670943437711,0.2623329056562289,1.13,0
0.6342335109088213,0.3657664890911787,1.26,0
0.4688290394367767,0.5311709605632233,1.79,20
0.16249625023940448,0.8375037497605955,1.37,470
0.11206851244374345,0.8879314875562565,1.28,580
0.2901298202516605,0.7098701797483395,1.69,230
0.2408018005486115,0.7591981994513886,1.64,300
0.512622371810576,0.487377628189424,1.75,0
0.8818018758742077,0.11819812412579234,1.02,0
0.19237133930096872,0.8076286606990313,1.42,410
0.432193730692976,0.567806269307024,1.5,40
