dist_id,dist_label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,dist_mean,dist_var,dist_skew,mean_tortuosity,std_tortuosity,mean_resistance,std_resistance,mean_fractal_dim,std_fractal_dim,mean_lateral_dev,std_lateral_dev,mean_zero_cost_ratio,n_runs,grid_H,grid_W
106,obstacles_p10=0.550,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.55,7.525,11.1994,-1.0088,1.255,0.0706,247.2,9.1931,0.9753,0.0551,6.505,2.6731,0.1818,200,50,100
107,obstacles_p10=0.600,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.6,7.8,10.56,-1.1848,1.2369,0.0729,267.005,10.8348,0.9767,0.0544,6.11,2.5809,0.1641,200,50,100
108,obstacles_p10=0.650,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.65,8.075,9.7694,-1.3861,1.2172,0.0645,287.18,10.3087,0.9729,0.0565,5.765,2.5559,0.159,200,50,100
109,obstacles_p10=0.700,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,8.35,8.8275,-1.6228,1.192,0.063,308.655,9.6406,0.9595,0.0589,5.44,2.6912,0.1372,200,50,100
110,obstacles_p10=0.750,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.75,8.625,7.7344,-1.9117,1.1585,0.055,332.705,9.9176,0.9659,0.0521,4.685,2.1655,0.1237,200,50,100
111,obstacles_p10=0.800,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.8,8.9,6.49,-2.2834,1.1294,0.0508,355.81,9.7369,0.9577,0.0508,3.985,1.9632,0.1048,200,50,100
112,obstacles_p10=0.850,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.85,9.175,5.0944,-2.8008,1.0926,0.043,382.995,8.5845,0.9499,0.0488,3.085,1.7007,0.0819,200,50,100
113,obstacles_p10=0.900,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,9.45,3.5475,-3.6264,1.0643,0.0349,411.45,7.8668,0.9514,0.0377,2.44,1.4959,0.0583,200,50,100
114,obstacles_p10=0.950,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,9.725,1.8494,-5.399,1.0303,0.0239,440.41,6.7825,0.9438,0.0315,1.285,1.0291,0.0368,200,50,100
115,low_res_p0=0.000,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.5,8.25,-0.0,1.244,0.0652,174.51,6.1864,0.9703,0.058,6.115,2.6222,0.0,200,50,100
116,low_res_p0=0.050,0.05,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,5.225,9.2744,-0.0229,1.3129,0.0884,146.85,6.6633,0.9828,0.0663,7.225,3.2212,0.1873,200,50,100
117,low_res_p0=0.100,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,4.95,10.1475,0.0084,1.3877,0.095,121.2,6.5271,0.9961,0.0594,9.005,3.9666,0.3454,200,50,100
118,low_res_p0=0.150,0.15,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,4.675,10.8694,0.07,1.4696,0.1149,95.92,6.6366,0.9974,0.0636,9.93,3.9653,0.4723,200,50,100
119,low_res_p0=0.200,0.2,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,4.4,11.44,0.1501,1.5571,0.1138,74.14,6.1644,1.0137,0.0619,11.32,4.2079,0.5938,200,50,100
120,low_res_p0=0.250,0.25,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,4.125,11.8594,0.243,1.6457,0.151,53.385,5.4225,1.028,0.0576,12.455,5.2455,0.698,200,50,100
121,low_res_p0=0.300,0.3,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,3.85,12.1275,0.346,1.6873,0.1591,36.09,4.17,1.0291,0.0556,13.16,5.025,0.7833,200,50,100
122,low_res_p0=0.350,0.35,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,3.575,12.2444,0.4578,1.8079,0.2021,21.485,3.8423,1.0345,0.0527,15.635,6.2472,0.8617,200,50,100
123,low_res_p0=0.400,0.4,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,3.3,12.21,0.5786,1.8802,0.242,10.125,2.6918,1.0387,0.0584,17.225,7.7007,0.9236,200,50,100
124,low_res_p0=0.450,0.45,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,3.025,12.0244,0.7093,1.973,0.3104,3.095,1.6823,1.0414,0.0507,19.41,8.1371,0.9737,200,50,100
125,low_res_p0=0.500,0.5,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.75,11.6875,0.8517,1.7336,0.2369,0.19,0.4059,1.0237,0.0594,15.76,7.3459,0.9979,200,50,100
126,low_res_p0=0.550,0.55,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,2.475,11.1994,1.0088,1.4027,0.0754,0.0,0.0,0.9997,0.0629,8.715,3.4675,1.0,200,50,100
127,low_res_p0=0.600,0.6,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,2.2,10.56,1.1848,1.2703,0.0412,0.0,0.0,0.9792,0.065,6.165,2.3096,1.0,200,50,100
128,low_res_p0=0.650,0.65,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,1.925,9.7694,1.3861,1.1997,0.035,0.0,0.0,0.9813,0.0595,4.85,1.7124,1.0,200,50,100
129,low_res_p0=0.700,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.65,8.8275,1.6228,1.141,0.026,0.0,0.0,0.9571,0.056,3.815,1.3453,1.0,200,50,100
130,low_res_p0=0.750,0.75,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.375,7.7344,1.9117,1.1053,0.0227,0.0,0.0,0.9623,0.0531,2.93,1.201,1.0,200,50,100
131,low_res_p0=0.800,0.8,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1.1,6.49,2.2834,1.0657,0.0195,0.0,0.0,0.9587,0.0361,2.26,0.9091,1.0,200,50,100
132,low_res_p0=0.850,0.85,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.825,5.0944,2.8008,1.0405,0.0171,0.0,0.0,0.9515,0.0337,1.495,0.6873,1.0,200,50,100
133,low_res_p0=0.900,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.55,3.5475,3.6264,1.0171,0.0086,0.0,0.0,0.9492,0.0153,0.835,0.3982,1.0,200,50,100
134,low_res_p0=0.950,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.275,1.8494,5.399,1.0072,0.0096,0.0,0.0,0.9477,0.0096,0.36,0.4812,1.0,200,50,100
135,exponential_lam=-0.80,0.550754,0.24747,0.111195,0.049963,0.02245,0.010087,0.004533,0.002037,0.000915,0.000411,0.000185,0.8143,1.4635,2.0893,1.3963,0.0729,0.0,0.0,0.9976,0.0578,8.595,3.2641,1.0,200,50,100
136,exponential_lam=-0.70,0.503643,0.250102,0.124197,0.061674,0.030627,0.015209,0.007552,0.00375,0.001862,0.000925,0.000459,0.9815,1.9046,1.9864,1.7181,0.3188,0.125,0.3464,1.022,0.0585,15.415,8.6223,0.9984,200,50,100
137,exponential_lam=-0.60,0.451803,0.247955,0.13608,0.074683,0.040987,0.022494,0.012345,0.006775,0.003718,0.002041,0.00112,1.2014,2.5309,1.8463,1.8925,0.2712,2.03,0.94,1.0342,0.051,18.08,8.1508,0.9779,200,50,100
138,exponential_lam=-0.50,0.395084,0.239631,0.145343,0.088155,0.053469,0.03243,0.01967,0.011931,0.007236,0.004389,0.002662,1.4964,3.4191,1.6555,1.7628,0.2075,6.4,1.4035,1.0294,0.0557,15.43,6.0338,0.9282,200,50,100
139,exponential_lam=-0.40,0.333778,0.223738,0.149976,0.100532,0.067389,0.045172,0.03028,0.020297,0.013606,0.00912,0.006113,1.8965,4.6446,1.4067,1.6919,0.1834,13.82,1.8695,1.0195,0.0565,13.34,5.8785,0.8498,200,50,100
140,exponential_lam=-0.30,0.269107,0.19936,0.147689,0.109411,0.081054,0.060046,0.044483,0.032954,0.024413,0.018085,0.013398,2.437,6.2169,1.1028,1.6019,0.1424,25.96,2.6464,1.0172,0.0578,12.5,5.5583,0.7393,200,50,100
141,exponential_lam=-0.20,0.203857,0.166904,0.13665,0.111879,0.091599,0.074995,0.061401,0.050271,0.041158,0.033697,0.027589,3.1459,7.9601,0.7565,1.5372,0.1207,45.935,3.5854,1.0105,0.0612,11.16,4.3276,0.6022,200,50,100
142,exponential_lam=-0.10,0.142645,0.129071,0.116788,0.105674,0.095618,0.086519,0.078285,0.070835,0.064095,0.057995,0.052476,4.0198,9.4181,0.384,1.4554,0.1055,77.485,5.1646,1.0072,0.0584,9.685,4.0083,0.46,200,50,100
143,exponential_lam=-0.00,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,5.0,10.0,0.0,1.3868,0.0841,125.07,6.4376,0.9858,0.0593,8.54,3.4711,0.3206,200,50,100
144,exponential_lam=+0.10,0.052476,0.057995,0.064095,0.070835,0.078285,0.086519,0.095618,0.105674,0.116788,0.129071,0.142645,5.9802,9.4181,-0.384,1.2871,0.0798,183.24,7.0982,0.9812,0.0529,7.46,3.17,0.203,200,50,100
145,exponential_lam=+0.20,0.027589,0.033697,0.041158,0.050271,0.061401,0.074995,0.091599,0.111879,0.13665,0.166904,0.203857,6.8541,7.9601,-0.7565,1.2058,0.0619,243.83,8.7736,0.9669,0.0575,5.62,2.5114,0.1223,200,50,100
146,exponential_lam=+0.30,0.013398,0.018085,0.024413,0.032954,0.044483,0.060046,0.081054,0.109411,0.147689,0.19936,0.269107,7.563,6.2169,-1.1028,1.1357,0.053,296.355,8.8066,0.9604,0.0489,4.31,2.0725,0.0702,200,50,100
147,exponential_lam=+0.40,0.006113,0.00912,0.013606,0.020297,0.03028,0.045172,0.067389,0.100532,0.149976,0.223738,0.333778,8.1035,4.6446,-1.4067,1.0893,0.0381,338.785,7.1206,0.946,0.0527,3.045,1.5605,0.0359,200,50,100
148,exponential_lam=+0.50,0.002662,0.004389,0.007236,0.011931,0.01967,0.03243,0.053469,0.088155,0.145343,0.239631,0.395084,8.5036,3.4191,-1.6555,1.0563,0.0325,371.14,7.0874,0.9504,0.0368,2.08,1.2087,0.0212,200,50,100
149,exponential_lam=+0.60,0.00112,0.002041,0.003718,0.006775,0.012345,0.022494,0.040987,0.074683,0.13608,0.247955,0.451803,8.7986,2.5309,-1.8463,1.0363,0.0242,394.275,5.9453,0.9493,0.0308,1.525,1.0511,0.0092,200,50,100
150,exponential_lam=+0.70,0.000459,0.000925,0.001862,0.00375,0.007552,0.015209,0.030627,0.061674,0.124197,0.250102,0.503643,9.0185,1.9046,-1.9864,1.0221,0.0186,411.87,5.2259,0.9457,0.0241,0.99,0.8387,0.003,200,50,100
151,exponential_lam=+0.80,0.000185,0.000411,0.000915,0.002037,0.004533,0.010087,0.02245,0.049963,0.111195,0.24747,0.550754,9.1857,1.4635,-2.0893,1.0165,0.0168,424.02,5.1187,0.9454,0.0218,0.765,0.7764,0.0023,200,50,100
152,fixed_mean_f=0.00,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,5.0,10.0,0.0,1.3861,0.0933,124.665,6.726,0.9872,0.0554,9.08,3.6373,0.3188,200,50,100
153,fixed_mean_f=0.05,0.086364,0.086364,0.086364,0.086364,0.086364,0.136364,0.086364,0.086364,0.086364,0.086364,0.086364,5.0,9.5,0.0,1.3684,0.0885,129.125,6.2349,0.9982,0.0588,8.245,3.6042,0.3125,200,50,100
154,fixed_mean_f=0.10,0.081818,0.081818,0.081818,0.081818,0.081818,0.181818,0.081818,0.081818,0.081818,0.081818,0.081818,5.0,9.0,0.0,1.3508,0.0895,134.585,7.6351,0.9968,0.0579,8.07,3.2493,0.3013,200,50,100
155,fixed_mean_f=0.15,0.077273,0.077273,0.077273,0.077273,0.077273,0.227273,0.077273,0.077273,0.077273,0.077273,0.077273,5.0,8.5,-0.0,1.335,0.0824,139.545,6.4151,0.9869,0.0572,7.935,3.5132,0.294,200,50,100
156,fixed_mean_f=0.20,0.072727,0.072727,0.072727,0.072727,0.072727,0.272727,0.072727,0.072727,0.072727,0.072727,0.072727,5.0,8.0,0.0,1.3117,0.0804,144.415,7.0748,0.9824,0.0559,7.75,3.2264,0.2812,200,50,100
157,fixed_mean_f=0.25,0.068182,0.068182,0.068182,0.068182,0.068182,0.318182,0.068182,0.068182,0.068182,0.068182,0.068182,5.0,7.5,0.0,1.2983,0.0805,149.285,6.3376,0.9832,0.055,7.07,2.995,0.2678,200,50,100
158,fixed_mean_f=0.30,0.063636,0.063636,0.063636,0.063636,0.063636,0.363636,0.063636,0.063636,0.063636,0.063636,0.063636,5.0,7.0,-0.0,1.271,0.068,154.42,5.8989,0.9671,0.0633,6.49,2.6694,0.2581,200,50,100
159,fixed_mean_f=0.35,0.059091,0.059091,0.059091,0.059091,0.059091,0.409091,0.059091,0.059091,0.059091,0.059091,0.059091,5.0,6.5,0.0,1.2561,0.0702,159.905,6.115,0.9719,0.0642,6.555,2.8632,0.2398,200,50,100
160,fixed_mean_f=0.40,0.054545,0.054545,0.054545,0.054545,0.054545,0.454545,0.054545,0.054545,0.054545,0.054545,0.054545,5.0,6.0,-0.0,1.2352,0.0698,164.685,5.8855,0.9719,0.0561,6.385,2.8807,0.2283,200,50,100
161,fixed_mean_f=0.45,0.05,0.05,0.05,0.05,0.05,0.5,0.05,0.05,0.05,0.05,0.05,5.0,5.5,0.0,1.2228,0.0729,169.235,6.8362,0.9682,0.0616,5.66,2.5031,0.2189,200,50,100
162,fixed_mean_f=0.50,0.045455,0.045455,0.045455,0.045455,0.045455,0.545455,0.045455,0.045455,0.045455,0.045455,0.045455,5.0,5.0,-0.0,1.2047,0.0614,175.525,5.9232,0.9679,0.0547,5.765,2.6199,0.2033,200,50,100
163,fixed_mean_f=0.55,0.040909,0.040909,0.040909,0.040909,0.040909,0.590909,0.040909,0.040909,0.040909,0.040909,0.040909,5.0,4.5,-0.0,1.1838,0.0716,181.635,5.553,0.9692,0.0518,5.38,2.7392,0.188,200,50,100
164,fixed_mean_f=0.60,0.036364,0.036364,0.036364,0.036364,0.036364,0.636364,0.036364,0.036364,0.036364,0.036364,0.036364,5.0,4.0,0.0,1.1583,0.058,186.115,5.9926,0.9615,0.0521,4.615,2.1494,0.1782,200,50,100
165,fixed_mean_f=0.65,0.031818,0.031818,0.031818,0.031818,0.031818,0.681818,0.031818,0.031818,0.031818,0.031818,0.031818,5.0,3.5,-0.0,1.1387,0.0527,192.06,4.9861,0.9574,0.0527,4.355,2.0197,0.1598,200,50,100
166,fixed_mean_f=0.70,0.027273,0.027273,0.027273,0.027273,0.027273,0.727273,0.027273,0.027273,0.027273,0.027273,0.027273,5.0,3.0,-0.0,1.1208,0.0526,197.54,5.3103,0.9525,0.05,3.855,2.006,0.1429,200,50,100
167,fixed_mean_f=0.75,0.022727,0.022727,0.022727,0.022727,0.022727,0.772727,0.022727,0.022727,0.022727,0.022727,0.022727,5.0,2.5,-0.0,1.1029,0.0476,203.79,4.9567,0.9622,0.041,3.45,1.8315,0.127,200,50,100
168,fixed_mean_f=0.80,0.018182,0.018182,0.018182,0.018182,0.018182,0.818182,0.018182,0.018182,0.018182,0.018182,0.018182,5.0,2.0,-0.0,1.0854,0.0393,209.61,4.421,0.9557,0.0442,2.955,1.5476,0.108,200,50,100
169,fixed_mean_f=0.85,0.013636,0.013636,0.013636,0.013636,0.013636,0.863636,0.013636,0.013636,0.013636,0.013636,0.013636,5.0,1.5,-0.0,1.0578,0.0344,215.935,3.9963,0.9502,0.0348,2.16,1.3615,0.0864,200,50,100
170,fixed_mean_f=0.90,0.009091,0.009091,0.009091,0.009091,0.009091,0.909091,0.009091,0.009091,0.009091,0.009091,0.009091,5.0,1.0,-0.0,1.0356,0.0244,222.98,3.6118,0.95,0.0317,1.43,1.0298,0.0616,200,50,100
171,fixed_mean_f=0.95,0.004545,0.004545,0.004545,0.004545,0.004545,0.954545,0.004545,0.004545,0.004545,0.004545,0.004545,5.0,0.5,-0.0,1.015,0.0161,230.18,3.0683,0.9468,0.019,0.68,0.7072,0.0373,200,50,100
172,random_000_a=0.5,0.086932,0.138346,0.000958,0.081669,0.001774,0.014857,0.048456,0.033621,0.115192,0.080481,0.397712,6.6157,14.5635,-0.6643,1.4178,0.1013,166.97,10.0266,0.9923,0.0559,9.46,3.7735,0.2982,200,50,100
173,random_001_a=0.5,0.208331,0.006031,0.177145,0.026895,0.055857,0.004276,0.013044,0.048414,0.144737,0.277234,0.038036,5.1363,13.9399,-0.1994,1.555,0.1256,86.885,7.3274,1.0101,0.0605,10.66,4.3461,0.6119,200,50,100
174,random_002_a=0.5,0.138422,0.22477,0.152884,0.055148,0.005118,0.130277,0.085049,0.11302,0.083006,0.000249,0.012058,3.4561,7.8646,0.3898,1.4717,0.1009,59.095,3.6829,0.9959,0.0595,10.045,3.827,0.4347,200,50,100
175,random_003_a=0.5,0.309875,0.00085,0.021544,0.078537,0.122196,0.247191,0.000129,0.157627,0.006501,0.005798,0.049752,3.7102,8.7527,0.1514,1.6142,0.1425,50.055,5.7983,1.013,0.0625,12.03,5.2895,0.8305,200,50,100
176,random_004_a=0.5,0.021372,0.003274,0.428182,0.016618,0.193678,0.047471,0.002184,0.022007,0.007346,0.175457,0.082413,4.5507,9.5226,0.6828,1.2224,0.055,128.385,3.9439,0.972,0.0592,5.765,2.4861,0.0893,200,50,100
177,random_005_a=0.5,0.000986,0.00024,0.01505,0.001479,0.004025,0.047895,0.421271,0.116247,0.032759,0.329037,0.03101,7.1652,2.7067,-0.2522,1.0415,0.0258,315.505,4.5291,0.9513,0.0275,1.69,1.0908,0.0057,200,50,100
178,random_006_a=0.5,0.031606,0.304179,0.005655,0.003389,0.022738,0.185172,0.003337,0.015237,0.089547,0.310224,0.028915,5.2667,12.2298,-0.1733,1.4325,0.0884,115.935,6.9637,1.007,0.0525,9.435,3.6362,0.1055,200,50,100
179,random_007_a=0.5,0.013827,0.010704,0.004427,0.030929,0.25966,0.044046,0.130187,0.115333,0.384585,0.002462,0.003839,6.0969,3.9251,-0.669,1.1124,0.0443,244.53,5.5437,0.9572,0.0453,3.57,1.7751,0.0794,200,50,100
180,random_008_a=0.5,0.080472,0.008323,0.176517,4.2e-05,0.003748,0.003202,0.120021,0.008609,0.131829,0.003705,0.463533,6.8962,13.1306,-0.7345,1.332,0.0856,196.965,10.4176,0.9905,0.0605,7.76,3.1483,0.2937,200,50,100
181,random_009_a=0.5,0.019171,0.10285,0.017368,0.000131,0.091077,0.004169,0.479526,0.046239,6.7e-05,0.227945,0.011456,5.8906,6.1783,-0.6434,1.2147,0.062,207.005,6.7284,0.971,0.0555,5.685,2.2785,0.0853,200,50,100
182,random_010_a=0.5,0.080262,0.079311,0.029315,0.097128,0.043135,0.011727,0.209953,0.000928,0.004474,0.020164,0.423603,6.38,13.2332,-0.4062,1.3756,0.1018,171.54,9.1062,0.9902,0.0562,8.605,3.5542,0.2953,200,50,100
183,random_011_a=0.5,0.03471,0.005711,0.001314,0.154461,0.066343,0.108998,0.523537,0.014105,0.02663,0.059767,0.004426,5.3172,3.441,-0.5663,1.1345,0.0509,206.88,5.1933,0.9597,0.0506,4.09,2.013,0.1795,200,50,100
184,random_012_a=0.5,0.00064,0.00233,0.412164,0.220088,0.105757,0.004294,0.062774,0.050806,0.104473,0.004634,0.032039,3.8616,5.5343,1.1324,1.1255,0.0393,129.255,2.6713,0.9564,0.0498,3.91,1.69,0.0028,200,50,100
185,random_013_a=0.5,0.015078,0.075366,0.032512,0.040501,0.065396,0.011673,0.005759,0.182394,0.09002,0.43006,0.051241,6.9963,7.8252,-1.1407,1.2119,0.0651,248.445,8.2082,0.9727,0.0559,5.765,2.3829,0.0668,200,50,100
186,random_014_a=0.5,0.28959,0.020772,0.002923,0.009493,0.108182,0.088552,0.295857,0.12081,0.004638,0.002489,0.056695,4.1778,9.3467,-0.1942,1.6131,0.1466,65.575,6.7463,1.0177,0.0584,12.6,4.8805,0.8041,200,50,100
187,random_015_a=0.5,0.071701,0.239381,0.010421,0.014078,0.00311,0.027304,0.092846,0.332855,0.032719,0.173469,0.002117,5.1826,10.2896,-0.4641,1.422,0.1026,120.54,7.3216,0.9954,0.0605,9.3,4.2874,0.2358,200,50,100
188,random_016_a=0.5,0.029221,0.01235,0.280124,0.001731,0.159105,0.008211,0.115491,0.262222,0.000185,0.000378,0.130981,5.0985,8.0522,0.1775,1.256,0.0657,155.82,5.7009,0.973,0.0566,6.55,2.7487,0.126,200,50,100
189,random_017_a=0.5,0.174039,0.132707,0.114662,0.162658,0.005856,0.036615,0.060874,0.003465,0.00536,0.085764,0.218001,4.4408,14.7952,0.4097,1.5124,0.1058,63.735,5.004,1.0123,0.055,10.69,3.8416,0.5227,200,50,100
190,random_018_a=0.5,0.013934,0.015659,0.097753,0.202063,0.009792,0.042214,0.265018,0.120167,0.008359,0.043161,0.181881,5.773,7.7577,0.0689,1.2033,0.0588,197.275,6.4613,0.9689,0.0568,5.58,2.6398,0.0635,200,50,100
191,random_019_a=0.5,0.044068,0.012307,0.045489,0.013224,0.08458,0.118541,0.025983,0.079101,0.10817,0.06836,0.400177,7.266,9.125,-0.849,1.2139,0.0662,254.84,9.005,0.9739,0.0558,5.735,2.4627,0.1921,200,50,100
192,random_020_a=0.5,0.047967,0.173483,0.213114,0.002538,0.218927,0.01489,0.005659,0.201066,0.026205,0.07097,0.025181,4.0991,8.1212,0.4148,1.3267,0.0804,100.38,4.7728,0.991,0.058,7.445,2.8368,0.1699,200,50,100
193,random_021_a=0.5,0.037416,0.226153,0.016911,0.010376,0.433369,0.077745,0.002479,0.072808,0.008784,0.02098,0.092979,4.1267,7.4512,0.681,1.3102,0.0778,110.965,5.0905,0.9838,0.0623,7.425,3.3467,0.1412,200,50,100
194,random_022_a=0.5,0.014352,0.105586,0.121189,0.000816,0.070794,0.283992,0.189447,0.0616,0.085786,0.02804,0.038396,4.944,5.8263,-0.0946,1.2372,0.0678,163.16,6.2167,0.9739,0.0563,6.175,2.7279,0.0628,200,50,100
195,random_023_a=0.5,0.109229,0.029533,0.000158,0.051669,0.019881,0.110572,0.10459,0.194665,0.160988,0.215367,0.003349,6.0671,8.1542,-0.9917,1.3029,0.0855,188.44,8.0079,0.9866,0.0559,7.53,3.6186,0.4251,200,50,100
196,random_024_a=0.5,0.047881,0.115742,0.164247,0.029681,0.000415,0.059285,0.053449,0.041878,0.001779,0.229417,0.256227,6.0865,13.7792,-0.3345,1.4,0.0952,151.46,8.083,0.9917,0.0641,8.925,3.4129,0.1679,200,50,100
197,random_025_a=0.5,0.023776,0.002044,0.103608,0.22888,0.157856,0.070049,3e-06,0.088468,0.027573,0.086336,0.211406,5.6085,9.5312,0.2681,1.2205,0.0572,178.56,5.5025,0.9675,0.062,5.745,2.6065,0.1055,200,50,100
198,random_026_a=0.5,0.243957,0.070773,0.014867,0.023014,0.187922,0.003685,0.072198,0.379082,0.003554,0.000888,6.1e-05,4.0635,8.4042,-0.3324,1.5822,0.145,67.085,6.6209,1.012,0.0587,11.755,4.9879,0.6968,200,50,100
199,random_027_a=0.5,0.093414,0.038276,0.156678,0.017536,0.011971,0.396046,0.149729,0.10112,0.012619,0.005233,0.017377,4.3604,5.2168,-0.3718,1.3132,0.0815,129.375,5.4306,0.978,0.0614,7.59,3.2642,0.3505,200,50,100
200,random_028_a=0.5,0.223997,0.048878,0.252376,0.219046,0.118479,0.066905,0.000327,0.000429,0.001092,0.06781,0.00066,2.6498,5.2379,1.2141,1.4835,0.1157,47.41,3.4396,1.0046,0.0601,9.87,3.8792,0.6788,200,50,100
201,random_029_a=0.5,0.198871,0.032054,0.004412,1e-06,0.084174,0.065355,0.404824,0.036534,0.080891,0.018302,0.074582,4.9467,9.042,-0.4521,1.4434,0.1004,115.34,7.4708,0.999,0.0597,9.91,3.9471,0.6358,200,50,100
202,random_030_a=0.5,0.003626,0.003059,1.4e-05,0.000157,0.052865,0.198544,0.004242,0.201152,0.317907,0.060754,0.157679,7.3081,3.45,-0.4827,1.06,0.0316,314.565,5.3628,0.9501,0.0395,2.135,1.2183,0.0257,200,50,100
203,random_031_a=0.5,0.190925,0.009775,0.021069,0.000186,7.6e-05,0.133398,0.141869,0.330032,0.003317,0.115603,0.053751,5.4857,9.5694,-0.7476,1.3977,0.1049,139.13,8.9965,0.9953,0.058,8.995,4.0443,0.6305,200,50,100
204,random_032_a=0.5,3e-06,0.00282,0.258494,0.071612,0.000447,0.01521,0.196003,0.247374,0.068432,0.027476,0.11213,5.6362,7.2981,-0.1076,1.2123,0.0563,191.235,6.0741,0.9761,0.0541,5.745,2.3014,0.0,200,50,100
205,random_033_a=0.5,0.21915,0.051642,4.6e-05,0.079634,0.0026,0.045837,0.006555,0.009354,0.377019,0.013222,0.194942,5.7196,14.631,-0.4971,1.5454,0.1348,108.805,9.3512,1.007,0.0606,11.555,5.0839,0.6452,200,50,100
206,random_034_a=0.5,0.028386,0.136189,0.166222,0.002162,0.264369,0.00197,0.137393,0.122887,0.030767,0.076585,0.033071,4.4931,7.3587,0.2641,1.2978,0.0807,126.76,5.369,0.9819,0.0548,7.07,2.9782,0.1125,200,50,100
207,random_035_a=0.5,0.449614,0.007502,0.030105,0.005142,0.022337,0.001897,0.287494,0.007916,0.052918,0.044935,0.090139,3.6915,13.7299,0.2851,2.0294,0.3608,7.155,3.2947,1.0479,0.0593,19.965,10.5827,0.9709,200,50,100
208,random_036_a=0.5,0.00208,0.014754,0.244516,0.003224,0.201053,0.050297,0.01089,0.208625,0.113524,0.023402,0.127635,5.49,7.8949,0.11,1.2065,0.0573,182.22,5.4211,0.9691,0.0574,5.555,2.2964,0.0064,200,50,100
209,random_037_a=0.5,0.01168,0.003975,0.002752,0.016426,0.334303,0.031441,0.01685,0.007101,0.425309,0.073266,0.076898,6.5348,5.3924,-0.3866,1.1193,0.0471,256.885,6.1105,0.9554,0.05,3.695,1.7995,0.0617,200,50,100
210,random_038_a=0.5,0.037421,0.003129,0.005302,0.00855,0.000179,0.386706,0.076623,0.031776,0.006947,0.043542,0.399825,7.1015,7.6099,-0.4318,1.1476,0.0564,265.315,8.0872,0.9568,0.0484,4.48,2.2054,0.1829,200,50,100
211,random_039_a=0.5,0.000504,0.179141,0.144499,0.009022,0.038525,1e-06,0.000774,0.003343,0.085803,0.409518,0.12887,6.3381,13.0238,-0.5438,1.3617,0.088,168.05,8.4733,0.989,0.0548,8.56,3.2169,0.0019,200,50,100
212,random_040_a=1.5,0.039825,0.08805,0.008799,0.11067,0.102242,0.080209,0.100066,0.036922,0.185111,0.166426,0.081679,5.902,8.8334,-0.3894,1.2763,0.0732,184.215,7.4799,0.9778,0.0592,7.08,2.8731,0.1594,200,50,100
213,random_041_a=1.5,0.086401,0.152687,0.036015,0.132274,0.104415,0.05352,0.107831,0.233552,0.009062,0.024864,0.05938,4.4787,8.2948,0.0687,1.3961,0.095,110.445,5.9128,0.9895,0.0628,8.505,3.4452,0.3024,200,50,100
